,Block Height,Owner,TransactionID,TOKEN,BALANCE
0,3959135,0xdb7b85f792e7ff56abe78b03338ed24fbd088464,0x16a0db3d93a2eff629948e4516272fea3f5c2bbee1fcbd9f7324b637ae27489c,EOS,0.0
