,Block Height,Owner,TransactionID,TOKEN,BALANCE
0,3958995,0xf6387de51ae0ea118c78a76f69966559d990b099,0x861618231592c10d397a55ff2d689b568a0b52ba91bd457db102d7d66a8121cc,EOS,10.0
1,3958950,0xf6387de51ae0ea118c78a76f69966559d990b099,0x5435d38ace645c6bad4a011a6ea0ced2b1ba28eb23cff386a3444f7d510c6468,EOS,0.0
