,Block Height,Owner,TransactionID,TOKEN,BALANCE
0,4006566,0xa3da370e7e81fd7889a0c3f050c46646a9d6a2ab,0x53850d8c62093ab0162cc1a95f5de18c71c942f24c492232a98e45ef19628755,EOS,10.0
1,4003381,0xa3da370e7e81fd7889a0c3f050c46646a9d6a2ab,0x47c5732020db73535d5373099f96596d460cc378050da7627af22575faebc18f,EOS,0.0
